provincia,partido,localidad,poblacion,adsl,cablemodem,dial_up,fibra_optica,satelital,wireless,telefonia_fija,3g,4g,link_indec,latitud,longitud
buenos_aires,azul,chillar,3083,NO,NO,NO,NO,SI,SI,SI,SI,SI,6049040,-37.3150113247344,-59.9853181679139
buenos_aires,bahia_blanca,bahia_blanca,291327,SI,SI,SI,SI,SI,SI,SI,SI,SI,6056010,-38.7114037284555,-62.2569089501864
buenos_aires,bahia_blanca,cabildo,2046,NO,SI,SI,SI,NO,SI,SI,SI,SI,6056020,-38.4838572081944,-61.8926015349487
buenos_aires,bahia_blanca,general_daniel_cerri_est_general_cerri,6745,SI,SI,SI,SI,NO,SI,SI,SI,NO,6056030,-38.7136524854986,-62.3924221653991
buenos_aires,bahia_blanca,grunbein,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6056020,-38.7471079502848,-62.1891166907456
buenos_aires,bahia_blanca,ingeniero_white,0,NO,NO,NO,SI,SI,NO,NO,SI,SI,6056020,-38.7794670416666,-62.262951248824
buenos_aires,mar_chiquita,camet_norte,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.8224325083139,-57.4974692762018
buenos_aires,mar_chiquita,coronel_vidal,6611,SI,SI,NO,SI,NO,SI,SI,SI,SI,6518010,-37.452214188593,-57.7299500229319
buenos_aires,mar_chiquita,frente_mar,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.857770246553,-57.5154242437478
buenos_aires,mar_chiquita,general_piran,2934,NO,NO,SI,SI,NO,SI,SI,SI,SI,6518020,-37.2778606745914,-57.7740148170475
buenos_aires,mar_chiquita,la_armonia,172,NO,NO,NO,NO,NO,SI,NO,SI,SI,6518030,-37.774854850113,-57.6351210747907
buenos_aires,mar_chiquita,la_baliza,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.7697388275396,-57.450820092514
buenos_aires,mar_chiquita,la_caleta,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,6518020,-37.7834384978567,-57.4647863685704
buenos_aires,mar_chiquita,mar_chiquita,487,NO,NO,NO,NO,NO,NO,SI,SI,SI,6518040,-37.7462581727647,-57.4274479339348
buenos_aires,mar_chiquita,mar_de_cobo,760,SI,NO,SI,SI,NO,NO,SI,NO,NO,6518050,-37.7768000427976,-57.455658983424
buenos_aires,mar_chiquita,playa_dorada,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6518020,-37.8730952780707,-57.5218898754931
buenos_aires,mar_chiquita,santa_clara_del_mar,7713,SI,SI,NO,SI,NO,SI,NO,SI,SI,6518060,-37.834833606977,-57.5079487213859
buenos_aires,mar_chiquita,santa_elena,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6518020,-37.8649003626945,-57.5169016362882
buenos_aires,mar_chiquita,vivorata,956,NO,NO,NO,SI,NO,SI,SI,SI,SI,6518070,-37.6627994476991,-57.6670967441538
caba,comuna_02,recoleta,157932,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5858760078165,-58.3949961802632
catamarca,santa_maria,famatanca,589,SI,NO,NO,NO,NO,NO,NO,NO,NO,10091070,-26.8101195558413,-66.0595221384282
catamarca,santa_maria,fuerte_quemado,459,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091080,-26.6304336405934,-66.0644373734469
catamarca,santa_maria,la_hoyada,120,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091090,-26.5189083514476,-66.3686109740362
catamarca,santa_maria,la_loma,388,SI,NO,NO,SI,SI,NO,NO,NO,NO,10091100,-26.7574990827117,-66.0331064865258
catamarca,santa_maria,la_puntilla,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091040,-26.8274550484771,-66.0506274507575
catamarca,santa_maria,lampacito,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,10091040,-26.7265981975072,-66.0436979128184
catamarca,santa_maria,las_mojarras,959,SI,NO,NO,SI,NO,NO,NO,NO,NO,10091110,-26.6988604981977,-66.0387334407325
catamarca,santa_maria,loro_huasi,1547,SI,NO,NO,SI,NO,NO,NO,NO,NO,10091120,-26.7361383729613,-66.0217845814202
catamarca,santa_maria,medanitos,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091040,-26.7588342868363,-66.0493067195716
catamarca,santa_maria,palo_seco,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091040,-26.8274550484771,-66.0506274507575
catamarca,santa_maria,punta_de_balasto,177,NO,NO,NO,NO,NO,NO,NO,NO,SI,10091130,-26.9300943985158,-66.1487294264287
caba,comuna_15,chacarita,27761,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5883730730472,-58.4541748568778
cordoba,calamuchita,san_agustin,3317,SI,NO,NO,NO,NO,SI,SI,SI,SI,14007180,-31.9763155149128,-64.3733067164283
cordoba,calamuchita,san_ignacio_loteo_san_javier,140,NO,NO,NO,NO,NO,SI,SI,NO,NO,14007190,-32.1667856733263,-64.5163972060979
cordoba,calamuchita,san_ignacio_loteo_velez_crespo,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,14007170,-32.165,-64.516944444444
cordoba,calamuchita,santa_monica,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,14007170,-32.0665951444652,-64.5791018557419
cordoba,calamuchita,santa_rosa_de_calamuchita,12395,SI,SI,NO,SI,NO,SI,SI,SI,SI,14007210,-32.0700578177618,-64.537633731877
cordoba,calamuchita,segunda_usina,118,NO,NO,NO,NO,NO,SI,NO,NO,NO,14007220,-32.1650425977053,-64.3784225873001
catamarca,santa_maria,san_jose,2901,SI,NO,NO,SI,SI,NO,NO,NO,NO,10091140,-26.77456,-66.0347
catamarca,santa_maria,san_jose_banda,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091040,-26.8101195558413,-66.0595221384282
catamarca,santa_maria,san_jose_norte,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091040,-26.7745985033315,-66.0362576892132
catamarca,santa_maria,santa_maria,11648,SI,NO,NO,SI,SI,SI,NO,NO,NO,10091150,-26.6891167120231,-66.018884441311
catamarca,santa_maria,yapes,129,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091160,-26.8289862929732,-66.0179166770413
catamarca,santa_rosa,alijilan,1396,NO,NO,NO,NO,SI,NO,SI,NO,NO,10098010,-28.1771812692249,-65.4915924205872
catamarca,santa_rosa,banado_de_ovanta,1096,NO,NO,NO,NO,SI,NO,SI,NO,SI,10098020,-28.1034003361447,-65.3076846046355
catamarca,santa_rosa,las_canas,177,NO,NO,NO,NO,NO,NO,NO,NO,NO,10098030,-28.2098696025062,-65.2230167049514
catamarca,santa_rosa,lavalle,792,NO,NO,NO,NO,SI,NO,NO,NO,NO,10098040,-28.1946338127179,-65.1137806266473
catamarca,santa_rosa,los_altos,4490,NO,NO,NO,NO,SI,SI,SI,SI,SI,10098050,-28.0488590493489,-65.4973640431533
catamarca,santa_rosa,manantiales,659,NO,NO,NO,NO,NO,NO,NO,NO,NO,10098060,-28.140438079834,-65.4923858642578
catamarca,santa_rosa,san_pedro,830,NO,NO,NO,NO,NO,NO,NO,NO,SI,10098070,-27.9608485883022,-65.1680076958397
catamarca,tinogasta,anillaco,232,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105010,-27.9001528461069,-67.6142838741591
catamarca,tinogasta,antinaco,105,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105020,-27.231445564254,-67.6080549409746
catamarca,tinogasta,banda_de_lucero,268,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105030,-28.0687850626962,-67.50770242056
catamarca,tinogasta,cerro_negro,24,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105040,-28.2432405441597,-67.144273179127
catamarca,tinogasta,copacabana,695,NO,NO,NO,NO,NO,NO,NO,NO,SI,10105050,-28.1243914662106,-67.4981013989976
catamarca,tinogasta,cordobita,61,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105060,-28.2979798704965,-67.1670904449903
catamarca,tinogasta,costa_de_reyes,30,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105070,-28.294959923009,-67.702902490024
catamarca,tinogasta,el_pueblito,58,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105080,-28.2888183254668,-67.1234522983543
catamarca,tinogasta,el_puesto,432,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105090,-27.9267621470675,-67.6304002049274
catamarca,tinogasta,el_salado,574,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105100,-28.3120206339513,-67.250879321266
catamarca,tinogasta,fiambala,4693,NO,NO,NO,SI,SI,SI,SI,SI,NO,10105110,-27.69316213413,-67.608574901701
cordoba,colon,villa_los_llanos__juarez_celman,5973,SI,NO,NO,SI,NO,SI,SI,SI,SI,14021320,-31.2742571242585,-64.1641142793009
cordoba,colon,villa_pastora,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021080,-31.306907347736,-64.1785314598263
cordoba,cruz_del_eje,alto_de_los_quebrachos,161,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028010,-30.5409658147192,-65.0384387721916
cordoba,cruz_del_eje,banado_de_soto,466,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028020,-30.8044357869451,-65.0436620185917
cordoba,cruz_del_eje,canteras_quilpo,216,NO,NO,NO,NO,NO,SI,SI,NO,NO,14028030,-30.8666932853441,-64.6829010647536
cordoba,cruz_del_eje,cruz_de_cana,130,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028040,-31.0662466251544,-64.9425321672363
cordoba,cruz_del_eje,cruz_del_eje,30680,SI,SI,NO,SI,NO,SI,SI,SI,SI,14028050,-30.7218592173102,-64.8077377312137
cordoba,cruz_del_eje,el_brete,1749,NO,NO,NO,SI,NO,SI,NO,NO,NO,14028060,-30.6722100581192,-64.8699070292303
cordoba,cruz_del_eje,el_rincon,129,NO,NO,NO,NO,NO,NO,NO,NO,NO,14028070,-30.7491607666016,-64.6445159912109
cordoba,cruz_del_eje,guanaco_muerto,320,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028080,-30.4794131800612,-65.0597627738017
cordoba,cruz_del_eje,la_banda,560,NO,NO,NO,NO,SI,NO,NO,NO,NO,14028090,-30.7628592235779,-64.6459839334075
cordoba,cruz_del_eje,la_batea,96,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028100,-30.4417646532675,-65.4238386532105
cordoba,cruz_del_eje,la_higuera,404,SI,NO,NO,NO,NO,SI,SI,NO,SI,14028110,-31.0139548417914,-65.1020313666951
cordoba,cruz_del_eje,las_canadas,149,NO,NO,NO,NO,NO,NO,NO,NO,NO,14028120,-30.9332479488458,-64.7189758691612
cordoba,cruz_del_eje,las_playas,937,NO,NO,NO,SI,NO,SI,NO,NO,NO,14028130,-30.6895900139602,-64.8508831281017
cordoba,cruz_del_eje,los_chanaritos,311,NO,NO,NO,SI,NO,SI,NO,NO,NO,14028140,-30.5724823864554,-64.9410778222467
cordoba,cruz_del_eje,media_naranja,800,NO,NO,NO,NO,NO,SI,NO,NO,NO,14028150,-30.6233104657952,-64.9515406139404
cordoba,cruz_del_eje,paso_viejo,1033,SI,NO,NO,NO,NO,SI,SI,SI,SI,14028160,-30.7686835768001,-65.1864700189142
cordoba,calamuchita,solar_de_los_molinos,127,NO,NO,NO,NO,NO,NO,SI,NO,NO,14007230,-31.8262216703829,-64.5197802668561
cordoba,calamuchita,villa_alpina,154,NO,NO,NO,NO,NO,SI,NO,NO,NO,14007240,-31.9532611007669,-64.8132541353652
cordoba,calamuchita,villa_amancay,426,NO,NO,NO,NO,NO,SI,SI,SI,SI,14007250,-32.1863928332037,-64.570452981186
cordoba,calamuchita,villa_berna,135,SI,NO,NO,NO,NO,SI,SI,NO,NO,14007260,-31.9052382568315,-64.7428823583405
cordoba,calamuchita,villa_ciudad_parque_los_reartes,0,NO,SI,NO,NO,NO,SI,NO,NO,NO,14007170,-31.9091576117526,-64.5456887371347
cordoba,calamuchita,villa_ciudad_parque_los_reartes_1a_seccion,506,NO,NO,NO,NO,NO,SI,SI,NO,NO,14007270,-31.9091576117526,-64.5456887371347
cordoba,calamuchita,villa_ciudad_parque_los_reartes_3a_seccion,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,14007170,-31.9091576,-64.54568873
cordoba,calamuchita,villa_del_dique,3236,SI,NO,NO,SI,NO,SI,NO,SI,SI,14007290,-32.1696837164743,-64.4567952849232
cordoba,calamuchita,villa_el_tala,4,NO,NO,NO,NO,NO,NO,NO,NO,NO,14007300,-32.2542673612565,-64.5850039184628
cordoba,calamuchita,villa_general_belgrano,7795,NO,SI,NO,NO,SI,SI,SI,SI,SI,14007310,-31.9808236449718,-64.5606191505919
cordoba,calamuchita,villa_la_rivera,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,14007320,-32.2667329359208,-64.5204928765463
cordoba,calamuchita,villa_quillinzo,54,NO,NO,NO,NO,NO,SI,NO,NO,NO,14007330,-32.2384365356542,-64.5210498971139
cordoba,calamuchita,villa_rumipal,2246,NO,NO,NO,SI,NO,SI,SI,SI,SI,14007340,-32.1893813417324,-64.4792063354191
cordoba,calamuchita,villa_san_miguel,0,NO,NO,NO,NO,NO,SI,NO,SI,NO,14007170,-31.8582901636165,-64.3750577906576
cordoba,calamuchita,villa_yacanto,1097,NO,NO,NO,NO,NO,SI,SI,SI,SI,14007360,-32.1037825310006,-64.7541028295247
san_luis,belgrano,represa_del_carmen,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,74014040,-33.061384065842,-66.9794665073681
san_luis,belgrano,san_antonio,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,74014030,-32.64699837,-66.89703137
entre_rios,uruguay,las_moscas,383,NO,NO,NO,SI,NO,SI,SI,NO,SI,30098070,-32.0926666859344,-58.9575923552082
entre_rios,uruguay,libaros,230,NO,NO,NO,NO,NO,SI,SI,NO,NO,30098080,-32.2629479332194,-58.9066108120783
entre_rios,uruguay,pronunciamiento,976,NO,NO,NO,NO,NO,SI,SI,SI,SI,30098100,-32.3456507831337,-58.4438591145895
entre_rios,uruguay,rocamora,281,NO,NO,NO,NO,NO,SI,SI,NO,NO,30098110,-32.3459729612346,-58.9697454142681
entre_rios,uruguay,santa_anita,1187,NO,NO,NO,SI,NO,SI,SI,NO,SI,30098120,-32.1762466320214,-58.7864822456477
entre_rios,uruguay,villa_mantero,1427,SI,NO,NO,SI,SI,SI,SI,SI,SI,30098130,-32.3987091260597,-58.7440638984338
entre_rios,uruguay,villa_san_justo,1337,NO,NO,NO,SI,NO,SI,SI,SI,SI,30098140,-32.446319897702,-58.4359138343848
entre_rios,uruguay,villa_san_marcial_est_gobernador_urquiza,639,NO,NO,NO,NO,NO,SI,SI,SI,NO,30098150,-32.1800624013874,-58.9301272035017
entre_rios,victoria,antelo,211,NO,NO,NO,NO,NO,NO,NO,NO,NO,30105010,-32.5338102554011,-60.0356966118049
entre_rios,victoria,charigue,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30105040,-32.9331069681438,-60.5907241451802
entre_rios,victoria,laguna_del_pescado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30105040,-32.6900337710703,-60.011835871903
entre_rios,victoria,molino_doll,139,NO,NO,NO,NO,NO,SI,NO,NO,NO,30105040,-32.3100409280054,-60.4202063551195
entre_rios,victoria,rincon_de_nogoya,0,NO,NO,NO,NO,NO,SI,SI,NO,SI,30105040,-32.7840822565326,-59.9066011827697
entre_rios,victoria,victoria,30623,SI,SI,NO,SI,NO,SI,SI,SI,SI,30105060,-32.6205968368011,-60.1533126380173
entre_rios,villaguay,estacion_raices,138,SI,NO,NO,NO,NO,SI,SI,NO,SI,30113010,-31.908248192653,-59.2606926522048
entre_rios,villaguay,ingeniero_miguel_sajaroff,399,NO,NO,NO,NO,NO,SI,SI,NO,NO,30113020,-31.9569336301554,-58.8491174614017
buenos_aires,bahia_blanca,villa_bordeau,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6056020,-38.6472605094596,-62.3200223419024
buenos_aires,bahia_blanca,villa_espora,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,6056020,-38.7765069529222,-62.1851833537179
buenos_aires,balcarce,balcarce,38376,SI,SI,SI,SI,NO,SI,SI,SI,SI,6063010,-37.8482779294345,-58.2551665841248
buenos_aires,balcarce,los_pinos,337,NO,NO,NO,NO,NO,SI,SI,NO,NO,6063020,-37.9412057603,-58.3225920150442
buenos_aires,balcarce,napaleofu,374,NO,NO,NO,SI,NO,SI,SI,SI,NO,6063030,-37.6254980210026,-58.7461862359423
buenos_aires,balcarce,ramos_otero,95,NO,NO,NO,NO,NO,SI,NO,NO,NO,6063040,-37.5426353712017,-58.3407185507274
buenos_aires,balcarce,san_agustin,498,NO,NO,NO,NO,NO,SI,SI,NO,NO,6063050,-38.0122838564587,-58.355377761682
buenos_aires,balcarce,villa_laguna_la_brava,115,NO,NO,NO,NO,NO,SI,SI,SI,SI,6063060,-37.8596285282151,-57.9806008736401
buenos_aires,baradero,baradero,28537,SI,SI,NO,SI,SI,SI,SI,SI,SI,6070010,-33.8128781547156,-59.5043068852807
buenos_aires,baradero,irineo_portela,379,NO,NO,NO,SI,NO,SI,SI,NO,NO,6070020,-33.9810489198561,-59.6715601606315
buenos_aires,baradero,santa_coloma,203,NO,NO,NO,NO,NO,SI,NO,NO,NO,6070030,-34.062154134736,-59.5585420642846
buenos_aires,baradero,villa_alsina_est_alsina,1488,SI,NO,NO,NO,NO,SI,SI,SI,SI,6070040,-33.9096038045591,-59.3882017132282
buenos_aires,benito_juarez,barker,1241,NO,NO,SI,SI,SI,SI,SI,SI,SI,6084010,-37.6424111302365,-59.3889380312927
buenos_aires,moreno,cuartel_v,45231,NO,SI,SI,SI,NO,SI,SI,SI,SI,6560010,-34.5586595722532,-58.8163010886698
buenos_aires,moreno,francisco_alvarez,27954,SI,SI,SI,SI,NO,SI,SI,SI,SI,6560010,-34.6073137077479,-58.859942785434
buenos_aires,moreno,la_reja,39685,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010,-34.6452391234366,-58.8380252692761
buenos_aires,moreno,moreno,177572,SI,SI,SI,SI,SI,SI,SI,SI,SI,6560010,-34.637632238148,-58.7921362740593
buenos_aires,moreno,paso_del_rey,49553,NO,SI,NO,SI,SI,SI,SI,SI,SI,6560010,-34.6353876829627,-58.7503180890016
buenos_aires,moreno,trujui,112511,SI,SI,SI,SI,NO,SI,SI,SI,SI,6560010,-34.5941439978594,-58.7557346559769
catamarca,tinogasta,la_puntilla,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105150,-28.1243914662106,-67.4981013989976
catamarca,tinogasta,la_ramadita,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105080,-27.6442427673373,-67.6139458012753
catamarca,tinogasta,los_balverdis,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105120,-28.2769854029709,-67.1074444099184
caba,comuna_03,balvanera,138926,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6090997738407,-58.4030625195747
cordoba,colon,colonia_tirolesa,1293,NO,NO,NO,NO,NO,NO,SI,SI,SI,14021060,-31.2357859283773,-64.0672541009397
cordoba,colon,colonia_vicente_aguero,123,NO,NO,NO,NO,NO,NO,SI,NO,NO,14021070,-31.0277849308523,-64.019045653731
cordoba,colon,corral_quemado,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021080,-30.9890353478112,-64.3778448899044
cordoba,colon,country_chacras_de_la_villa__country_san_isidro,2178,NO,NO,NO,NO,NO,NO,NO,SI,SI,14021090,-31.3015080091569,-64.2382229714889
cordoba,colon,dumesnil,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021270,-31.3321162961153,-64.3336598560636
cordoba,colon,el_diquecito,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021270,-31.3589143636745,-64.3650932467319
cordoba,colon,el_manzano,892,SI,NO,NO,NO,NO,SI,NO,NO,SI,14021110,-31.0817617139175,-64.2998324164847
cordoba,colon,el_pueblito,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,14021075,-31.1065564116392,-64.2971945109864
cordoba,colon,estacion_colonia_tirolesa,626,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021120,-31.2735550500587,-64.0150545730464
san_luis,belgrano,san_pedro,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,74014040,-32.9709634117604,-66.6970240054288
san_luis,belgrano,santa_rosa_del_gigante,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,74014040,-32.9905965705411,-66.8140366443439
caba,comuna_15,parque_chas,17489,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5855218978064,-58.4791226108546
entre_rios,villaguay,jubileo,631,NO,NO,NO,SI,NO,NO,SI,NO,SI,30113030,-31.7336733349136,-58.634038044354
entre_rios,villaguay,mojones_norte,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30113020,-31.5083237598534,-59.2008898465196
entre_rios,villaguay,paso_de_la_laguna,348,NO,NO,NO,SI,NO,SI,NO,NO,NO,30113050,-31.8057649065599,-59.1651613714524
entre_rios,villaguay,villa_clara,2726,SI,NO,NO,SI,SI,SI,SI,SI,SI,30113060,-31.8301004555882,-58.8233903183527
entre_rios,villaguay,villa_dominguez,1791,NO,NO,NO,SI,NO,SI,SI,SI,SI,30113070,-31.9870146859479,-58.9634179145279
entre_rios,villaguay,villaguay,32881,SI,NO,NO,SI,NO,SI,SI,SI,SI,30113080,-31.8654413738655,-59.0290628351274
catamarca,tinogasta,medanitos,999,NO,NO,NO,NO,NO,NO,NO,NO,SI,10105130,-27.5239130706008,-67.5891477326484
catamarca,tinogasta,palo_blanco,992,NO,NO,NO,NO,NO,NO,NO,NO,SI,10105140,-27.3395852802531,-67.7592295432626
catamarca,tinogasta,pampa_blanca,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105080,-27.6354340349652,-67.6168389660358
catamarca,tinogasta,punta_del_agua,167,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105150,-27.2106668219369,-67.7317928557182
catamarca,tinogasta,saujil,339,NO,NO,NO,NO,NO,NO,NO,NO,NO,10105160,-27.5632127581426,-67.6355130611556
catamarca,tinogasta,taton,301,NO,NO,NO,NO,NO,NO,NO,NO,SI,10105170,-27.3270122428844,-67.4747701838904
catamarca,tinogasta,tinogasta,11485,SI,NO,NO,SI,SI,NO,SI,NO,SI,10105180,-28.0637510698675,-67.5802695760226
catamarca,valle_viejo,el_banado,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,10112030,-28.4594352492075,-65.7113717209433
catamarca,valle_viejo,el_portezuelo,410,NO,NO,NO,NO,SI,NO,NO,SI,NO,10112010,-28.4818680419511,-65.6351326652418
catamarca,valle_viejo,huaycama,158,NO,NO,NO,NO,NO,NO,NO,NO,NO,10112020,-28.5334483576648,-65.6821279512165
catamarca,valle_viejo,las_tejas,351,NO,NO,NO,NO,NO,NO,NO,SI,SI,10112030,-28.6468889609952,-65.7889935499028
catamarca,valle_viejo,polcos,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,10112030,-28.4333815878035,-65.7202973350365
catamarca,valle_viejo,pozo_del_mistol,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,10112030,-28.4689789857859,-65.7195047318519
catamarca,valle_viejo,san_isidro,25674,NO,NO,NO,SI,NO,SI,NO,SI,SI,10112040,-28.4583109666735,-65.726757673457
catamarca,valle_viejo,santa_cruz,122,NO,NO,NO,NO,NO,NO,NO,NO,NO,10112050,-28.4928946549812,-65.6744465587279
catamarca,valle_viejo,santa_rosa,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,10112030,-28.447802287271,-65.7055328995515
catamarca,valle_viejo,sumalao,0,NO,NO,NO,SI,NO,SI,NO,NO,NO,10112030,-28.4746455518307,-65.7433480027028
catamarca,valle_viejo,villa_dolores,0,NO,NO,NO,SI,NO,SI,NO,NO,NO,10112030,-28.4434739220039,-65.7215360640125
chaco,12_de_octubre,gancedo,4284,NO,NO,NO,SI,SI,SI,SI,NO,SI,22036010,-27.4896487904756,-61.6738771708385
chaco,12_de_octubre,general_capdevila,405,NO,NO,NO,SI,NO,NO,NO,NO,SI,22036020,-27.4231812966856,-61.4765845551068
cordoba,colon,general_paz,1925,SI,NO,NO,NO,NO,NO,SI,SI,SI,14021130,-31.1341189126982,-64.1410056588479
cordoba,colon,jesus_maria,31602,SI,SI,NO,SI,NO,SI,SI,SI,SI,14021140,-30.9811937384049,-64.095771286873
cordoba,colon,la_calera,31972,SI,SI,NO,SI,SI,SI,SI,SI,SI,14021150,-31.3441541784042,-64.3368093736089
cordoba,colon,la_granja,2456,SI,NO,NO,NO,NO,SI,SI,NO,NO,14021160,-31.0054374122172,-64.2616783510445
cordoba,colon,la_morada,9,NO,NO,NO,NO,NO,NO,NO,SI,SI,14021165,-31.3050726647191,-64.2625844071662
cordoba,colon,la_puerta,323,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021170,-31.1419300602666,-64.0402188172603
cordoba,colon,las_corzuelas,69,NO,NO,NO,NO,NO,NO,NO,NO,SI,14021175,-31.240896079449,-64.2618872007094
cordoba,colon,los_chanaritos,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,14021075,-31.4435294401245,-63.9963793951592
cordoba,colon,los_molles,264,NO,NO,NO,NO,SI,NO,NO,NO,NO,14021180,-31.0167070305726,-64.225388080483
cordoba,colon,malvinas_argentinas,12187,SI,NO,NO,NO,NO,SI,SI,SI,SI,14021190,-31.3677025435362,-64.0503196448495
cordoba,colon,mendiolaza,10271,SI,SI,NO,SI,NO,SI,SI,SI,SI,14021200,-31.2634679794013,-64.3038336466706
cordoba,colon,mi_granja,1739,NO,NO,NO,SI,NO,NO,SI,NO,NO,14021210,-31.3501106609981,-63.9996450992295
cordoba,colon,pajas_blancas,96,NO,NO,NO,NO,NO,SI,NO,SI,SI,14021220,-31.2146356684786,-64.2768259906649
formosa,bermejo,fortin_soledad,370,NO,NO,NO,NO,NO,SI,NO,NO,NO,34007003,-24.1490607210153,-60.692324164757
formosa,bermejo,guadalcazar,146,NO,NO,NO,NO,NO,SI,NO,NO,NO,34007005,-23.6823938545951,-61.1611089476784
formosa,bermejo,la_rinconada,745,NO,NO,NO,NO,NO,SI,NO,NO,NO,34007007,-23.4942751905754,-61.5763888694601
formosa,bermejo,laguna_yema,3617,NO,NO,NO,NO,SI,SI,SI,SI,SI,34007010,-24.2554647197914,-61.2439980075436
formosa,bermejo,lamadrid,63,NO,NO,NO,NO,NO,SI,NO,NO,NO,34007015,-23.9376982637237,-60.7400985635583
formosa,bermejo,los_chiriguanos,1225,NO,NO,NO,NO,NO,SI,SI,NO,SI,34007020,-24.0986835294011,-61.4675867695849
formosa,bermejo,pozo_de_maza,736,NO,NO,NO,NO,SI,SI,NO,NO,NO,34007030,-23.5691832483278,-61.7055334817331
formosa,bermejo,pozo_del_mortero,528,NO,NO,NO,NO,NO,SI,NO,NO,SI,34007040,-24.4064403681891,-61.031313748118
formosa,bermejo,vaca_perdida,224,NO,NO,NO,NO,NO,SI,NO,NO,NO,34007050,-23.4948646893285,-61.6499982689001
formosa,formosa,colonia_pastoril,933,NO,NO,NO,NO,NO,SI,NO,NO,SI,34014010,-25.6701404606648,-58.2626302834096
formosa,formosa,formosa,222218,SI,SI,NO,SI,SI,SI,SI,SI,SI,34014020,-26.1828223055764,-58.1733930549121
formosa,formosa,gran_guardia,916,NO,NO,NO,NO,NO,SI,SI,NO,SI,34014030,-25.8628496341956,-58.8859915019649
formosa,formosa,mariano_boedo,373,NO,NO,NO,NO,NO,SI,NO,NO,NO,34014040,-26.1106357408727,-58.4884270518243
